Price,Adj Close,Close,High,Low,Open,Volume
Ticker,4143.SR,4143.SR,4143.SR,4143.SR,4143.SR,4143.SR
Date,,,,,,
2024-06-23,42.581077575683594,47.70000076293945,53.0,47.5,51.29999923706055,7574631
2024-06-24,41.28668212890625,46.25,48.5,46.20000076293945,47.900001525878906,3213989
2024-06-25,42.71497344970703,47.849998474121094,48.75,45.70000076293945,46.25,3764325
2024-06-26,42.53644561767578,47.650001525878906,48.650001525878906,47.29999923706055,48.0,1598784
2024-06-27,46.776695251464844,52.400001525878906,52.400001525878906,47.54999923706055,47.849998474121094,4150362
2024-06-30,46.776695251464844,52.400001525878906,52.400001525878906,52.400001525878906,52.400001525878906,0
2024-07-01,55.971351623535156,62.70000076293945,63.0,56.5,60.0,8796791
2024-07-02,54.72159194946289,61.29999923706055,64.69999694824219,61.0,62.400001525878906,3454837
2024-07-03,55.34646987915039,62.0,64.5999984741211,58.79999923706055,61.400001525878906,3966755
2024-07-04,54.45378494262695,61.0,64.0999984741211,60.5,62.29999923706055,2347080
2024-07-07,54.18598175048828,60.70000076293945,62.29999923706055,60.5,60.900001525878906,1191997
2024-07-08,52.132808685302734,58.400001525878906,61.400001525878906,58.099998474121094,60.79999923706055,1129771
2024-07-09,54.27524948120117,60.79999923706055,62.29999923706055,57.70000076293945,58.70000076293945,1981659
2024-07-10,54.98939514160156,61.599998474121094,62.599998474121094,60.70000076293945,61.20000076293945,1060027
2024-07-11,57.84599304199219,64.80000305175781,65.9000015258789,61.900001525878906,62.29999923706055,3500066
2024-07-14,63.559173583984375,71.19999694824219,71.19999694824219,65.19999694824219,65.5,3612008
2024-07-15,58.6494026184082,65.69999694824219,72.5,64.19999694824219,72.0,3365188
2024-07-16,59.98843002319336,67.19999694824219,68.80000305175781,65.19999694824219,65.30000305175781,2066574
2024-07-17,62.13087463378906,69.5999984741211,71.0999984741211,65.80000305175781,67.69999694824219,3204436
2024-07-18,61.95233917236328,69.4000015258789,73.5,68.19999694824219,70.0,4113443
2024-07-21,62.13087463378906,69.5999984741211,71.5,67.5999984741211,69.4000015258789,1634153
2024-07-22,60.34550476074219,67.5999984741211,70.0,67.5,70.0,1224753
2024-07-23,58.738677978515625,65.80000305175781,67.5,65.80000305175781,67.5,847196
2024-07-24,58.917213439941406,66.0,67.4000015258789,65.30000305175781,65.5,837126
2024-07-25,58.203060150146484,65.19999694824219,67.5999984741211,64.4000015258789,66.0999984741211,1201627
2024-07-28,60.25623321533203,67.5,68.4000015258789,65.4000015258789,65.4000015258789,1569667
2024-07-29,59.80989456176758,67.0,68.80000305175781,66.0999984741211,68.0,1154918
2024-07-30,57.3996467590332,64.30000305175781,67.5,64.0,67.4000015258789,874364
2024-07-31,53.561100006103516,60.0,63.79999923706055,58.70000076293945,63.79999923706055,3623728
2024-08-01,52.7576789855957,59.099998474121094,60.79999923706055,58.400001525878906,60.400001525878906,1980632
2024-08-04,47.4908447265625,53.20000076293945,57.0,53.20000076293945,55.099998474121094,2674317
2024-08-05,44.58961868286133,49.95000076293945,53.79999923706055,49.099998474121094,52.0,4540753
2024-08-06,49.0084114074707,54.900001525878906,54.900001525878906,50.900001525878906,51.0,4381342
2024-08-07,47.580108642578125,53.29999923706055,55.20000076293945,53.0,55.0,1955919
2024-08-08,46.955230712890625,52.599998474121094,54.900001525878906,51.20000076293945,52.70000076293945,2680736
2024-08-11,49.45475387573242,55.400001525878906,56.79999923706055,53.20000076293945,54.400001525878906,2651516
2024-08-12,48.829872131347656,54.70000076293945,56.400001525878906,54.29999923706055,55.79999923706055,2006679
2024-08-13,48.38352966308594,54.20000076293945,55.29999923706055,54.099998474121094,54.70000076293945,690715
2024-08-14,51.68646240234375,57.900001525878906,57.900001525878906,54.29999923706055,54.5,2034641
2024-08-15,50.79377746582031,56.900001525878906,58.400001525878906,56.900001525878906,58.0,1845116
2024-08-18,53.918174743652344,60.400001525878906,60.599998474121094,57.29999923706055,57.29999923706055,3350085
2024-08-19,53.650367736816406,60.099998474121094,62.79999923706055,59.400001525878906,60.599998474121094,3270059
2024-08-20,53.1147575378418,59.5,60.599998474121094,59.29999923706055,59.79999923706055,1064063
2024-08-21,55.703548431396484,62.400001525878906,62.400001525878906,59.400001525878906,59.79999923706055,2196514
2024-08-22,55.07866668701172,61.70000076293945,62.900001525878906,61.29999923706055,62.400001525878906,1700566
2024-08-25,55.07866668701172,61.70000076293945,62.599998474121094,61.400001525878906,62.20000076293945,871847
2024-08-26,53.82890319824219,60.29999923706055,61.599998474121094,59.599998474121094,61.5,1314418
2024-08-27,52.84695053100586,59.20000076293945,61.20000076293945,59.20000076293945,60.29999923706055,792462
2024-08-28,51.86499786376953,58.099998474121094,59.79999923706055,58.099998474121094,59.20000076293945,1253769
2024-08-29,52.400611877441406,58.70000076293945,58.79999923706055,57.20000076293945,58.099998474121094,904468
2024-09-01,54.007442474365234,60.5,60.5,58.900001525878906,59.0,692369
2024-09-02,53.471832275390625,59.900001525878906,61.599998474121094,59.70000076293945,60.79999923706055,1175012
2024-09-03,53.650367736816406,60.099998474121094,60.79999923706055,59.099998474121094,60.0,897324
2024-09-04,52.7576789855957,59.099998474121094,59.70000076293945,58.0,58.599998474121094,672837
2024-09-05,53.20402526855469,59.599998474121094,60.900001525878906,58.79999923706055,59.20000076293945,1300733
2024-09-08,52.7576789855957,59.099998474121094,59.599998474121094,58.79999923706055,59.400001525878906,492467
2024-09-09,52.4898796081543,58.79999923706055,59.400001525878906,58.599998474121094,59.400001525878906,437038
2024-09-10,51.50792694091797,57.70000076293945,59.400001525878906,57.400001525878906,59.099998474121094,707086
2024-09-11,50.61524200439453,56.70000076293945,58.099998474121094,56.29999923706055,57.5,550188
2024-09-12,51.41865539550781,57.599998474121094,58.79999923706055,56.900001525878906,57.0,1027084
2024-09-15,51.50792694091797,57.70000076293945,58.5,57.400001525878906,58.0,390735
2024-09-16,51.68646240234375,57.900001525878906,58.900001525878906,56.599998474121094,57.70000076293945,910686
2024-09-17,53.29329299926758,59.70000076293945,59.79999923706055,57.599998474121094,58.0,1081661
2024-09-18,52.66841506958008,59.0,60.400001525878906,58.79999923706055,59.900001525878906,804341
2024-09-19,52.132808685302734,58.400001525878906,59.400001525878906,57.900001525878906,59.400001525878906,539832
2024-09-22,52.66841506958008,59.0,59.70000076293945,58.400001525878906,58.599998474121094,573342
2024-09-24,52.93621826171875,59.29999923706055,60.400001525878906,59.0,59.0,754581
2024-09-25,54.63232421875,61.20000076293945,62.0,59.099998474121094,59.5,2619881
2024-09-26,53.82890319824219,60.29999923706055,61.5,60.0,61.400001525878906,1006165
2024-09-29,53.1147575378418,59.5,60.29999923706055,59.400001525878906,60.20000076293945,617838
2024-09-30,52.93621826171875,59.29999923706055,60.5,59.20000076293945,59.29999923706055,664978
2024-10-01,53.025489807128906,59.400001525878906,59.79999923706055,59.0,59.5,372045
2024-10-02,53.025489807128906,59.400001525878906,59.400001525878906,59.400001525878906,59.400001525878906,0
2024-10-03,50.43670654296875,56.5,58.0,56.099998474121094,57.0,788229
2024-10-06,47.84791564941406,53.599998474121094,56.79999923706055,53.400001525878906,56.5,705700
2024-10-07,48.829872131347656,54.70000076293945,55.599998474121094,53.599998474121094,53.599998474121094,831319
2024-10-08,47.75864791870117,53.5,55.29999923706055,53.0,55.29999923706055,725019
2024-10-09,47.22303771972656,52.900001525878906,54.20000076293945,51.900001525878906,53.5,756463
2024-10-10,47.66938018798828,53.400001525878906,53.79999923706055,52.900001525878906,53.099998474121094,474831
2024-10-13,48.02645492553711,53.79999923706055,55.0,53.599998474121094,53.599998474121094,464088
2024-10-14,47.75864791870117,53.5,54.099998474121094,53.400001525878906,53.900001525878906,473811
2024-10-15,48.47279739379883,54.29999923706055,55.400001525878906,53.5,53.599998474121094,581373
2024-10-16,48.65133285522461,54.5,55.099998474121094,54.099998474121094,54.70000076293945,482566
2024-10-17,47.75864791870117,53.5,54.79999923706055,53.20000076293945,54.599998474121094,412643
2024-10-20,48.38352966308594,54.20000076293945,54.79999923706055,53.20000076293945,53.599998474121094,415429
2024-10-21,48.56206512451172,54.400001525878906,54.70000076293945,53.900001525878906,54.29999923706055,301408
2024-10-22,49.54402160644531,55.5,56.599998474121094,54.900001525878906,55.0,1520612
2024-10-23,48.829872131347656,54.70000076293945,55.900001525878906,54.400001525878906,55.599998474121094,402874
2024-10-24,49.99036407470703,56.0,57.20000076293945,54.79999923706055,55.0,1796024
2024-10-27,51.77573013305664,58.0,58.599998474121094,56.29999923706055,56.29999923706055,1510895
2024-10-28,51.77573013305664,58.0,59.20000076293945,57.5,58.29999923706055,1241737
2024-10-29,51.15085220336914,57.29999923706055,58.0,56.599998474121094,58.0,703354
2024-10-30,52.84695053100586,59.20000076293945,59.70000076293945,56.79999923706055,57.29999923706055,1631227
2024-10-31,52.4898796081543,58.79999923706055,59.70000076293945,58.29999923706055,59.0,785359
2024-11-03,51.50792694091797,57.70000076293945,59.20000076293945,57.70000076293945,58.5,302073
2024-11-04,51.41865539550781,57.599998474121094,57.70000076293945,56.70000076293945,57.70000076293945,396022
2024-11-05,52.66841506958008,59.0,59.0,56.79999923706055,57.599998474121094,613337
2024-11-06,51.50792694091797,57.70000076293945,58.900001525878906,57.20000076293945,58.900001525878906,769392
2024-11-07,52.132808685302734,58.400001525878906,59.400001525878906,57.70000076293945,58.0,1006860
2024-11-10,53.38256072998047,59.79999923706055,60.5,58.599998474121094,58.79999923706055,1330322
2024-11-11,52.93621826171875,59.29999923706055,60.29999923706055,59.29999923706055,59.79999923706055,714989
2024-11-12,52.22207260131836,58.5,59.70000076293945,58.5,59.29999923706055,393030
2024-11-13,51.32938766479492,57.5,58.599998474121094,57.29999923706055,58.400001525878906,504839
2024-11-14,51.15085220336914,57.29999923706055,58.20000076293945,57.099998474121094,57.5,271136
2024-11-17,51.15085220336914,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,0
2024-11-18,49.811824798583984,55.79999923706055,56.79999923706055,55.5,56.29999923706055,333057
2024-11-19,51.06158447265625,57.20000076293945,57.29999923706055,55.900001525878906,55.900001525878906,335592
2024-11-20,51.15085220336914,57.29999923706055,58.29999923706055,56.900001525878906,57.29999923706055,385571
2024-11-21,50.8830451965332,57.0,57.70000076293945,56.5,57.5,189367
2024-11-24,50.8830451965332,57.0,57.900001525878906,57.0,57.20000076293945,192750
2024-11-25,51.15085220336914,57.29999923706055,57.70000076293945,56.900001525878906,57.0,194072
2024-11-26,50.525970458984375,56.599998474121094,57.599998474121094,56.5,57.29999923706055,448608
2024-11-27,50.43427276611328,55.0,55.599998474121094,54.5,55.0,317665
2024-11-28,49.79238510131836,54.29999923706055,55.099998474121094,53.70000076293945,54.900001525878906,338685
2024-12-01,49.79238510131836,54.29999923706055,55.099998474121094,53.70000076293945,54.900001525878906,338685
2024-12-02,49.150489807128906,53.599998474121094,54.79999923706055,53.599998474121094,54.70000076293945,248680
2024-12-03,50.80107116699219,55.400001525878906,55.70000076293945,53.400001525878906,53.79999923706055,471441
2024-12-04,50.80107116699219,55.400001525878906,55.5,54.599998474121094,55.5,264004
2024-12-05,51.25956344604492,55.900001525878906,56.400001525878906,55.400001525878906,55.5,264696
2024-12-08,52.45164489746094,57.20000076293945,58.0,56.0,56.099998474121094,657622
2024-12-09,51.9931526184082,56.70000076293945,57.900001525878906,56.5,57.29999923706055,202785
